global_cluster3_ccf1_pdo,global_cluster9_ccf1_oni,global_cluster9_ccf1_pdo,global_cluster9_ccf1_npo,global_cluster10_ccf1_npo,global_cluster11_ccf1_oni,global_cluster12_ccf1_nao,global_cluster13_ccf1_oni,global_cluster14_ccf1_pdo,global_cluster14_ccf1_npo,global_cluster19_ccf1_oni,global_cluster22_ccf1_npgo,global_cluster26_ccf1_oni,global_cluster26_ccf2_oni,global_cluster26_ccf2_npgo,global_cluster31_ccf2_oni,global_cluster33_ccf1_oni,global_cluster34_ccf1_nao,global_cluster35_ccf1_nao,global_cluster36_ccf1_nao,global_cluster40_ccf2_oni,global_cluster40_ccf3_oni,global_cluster42_ccf1_oni,global_cluster46_ccf3_nao,global_cluster47_ccf1_iod,global_cluster47_ccf2_oni,global_cluster47_ccf2_npgo,global_cluster71_ccf2_npgo,global_cluster72_ccf1_iod,global_cluster75_ccf1_oni,global_cluster75_ccf3_npo,global_cluster82_ccf2_oni,global_cluster82_ccf3_nao,global_cluster85_ccf1_oni,global_cluster85_ccf2_iod,global_cluster85_ccf2_npo,global_cluster85_ccf3_oni,global_cluster90_ccf3_oni,global_cluster95_ccf2_oni,global_cluster95_ccf2_npgo,global_cluster97_ccf1_oni,global_cluster99_ccf1_oni,global_cluster99_ccf3_oni
0.114141532980517,0.00635642384556562,0.0172495610813188,0.0318009639253672,-0.0551353750456147,-0.113164037105604,0.0161015377987209,0.0521808413944398,0.0523717695398924,0.110421727247769,-0.186273953662241,-0.014842764669227,0.189447287133581,-0.0701564595062552,0.044392287441872,0.00473111620456778,-0.134622896681116,-0.0132747190914459,0.0875253009893718,0.0603873607598401,0.197213661377256,0.103797699681888,-0.0703509005283439,0.213041820795585,0.414593887813982,0.131258981647985,-0.150171182856546,-0.0186912990281252,0.0652559781304817,0.0150475967130789,-0.199716995494919,0.119109144574042,-0.0242777586218791,0.172824848921719,0.217329803330521,-0.133447411778729,0.030819480567964,0.141909281874649,-0.0515016825199494,0.122774830652914,-0.0491495777458831,-0.0511407613008166,-0.0980575685503663
0.0558609953395278,0.0379354559302101,-0.0241186405680867,0.115975545856763,0.0290649848256716,0.188832870804917,-0.0945806650070108,-0.00370156040531692,-0.0322177277773057,0.0361122508149852,0.0671100260767568,-0.00508051693749945,-0.00755878779015905,-0.102405848531201,-0.0677105130908962,0.0920410387355863,0.0120716424107611,0.0784805730984759,-0.130484405981738,-0.114748996414288,-0.0969564256864293,0.0575365153657685,0.0374782974136055,0.0309500546010419,-0.00266196976504327,-0.08144415593097,0.0147077873826349,-0.387862487530018,-0.00871093753241787,0.067907686749069,-0.0877040402890284,-0.18384416780987,-0.101237311993983,-0.0972437959088136,0.172577488544057,0.415236020262431,-0.0433692813917563,0.0486887217023761,-0.113582160249386,0.0798270652677793,-0.108953921876704,0.0327908516396738,0.0603408809817977
-0.00250879852334585,0.224178703123147,0.0884359963778836,0.0184919485714807,0.13378843968189,0.285897220082839,0.0347035111799466,0.209688998386836,-0.0100956929279301,0.152059587004742,0.0558348828767267,0.121259554796926,0.0101434005375706,0.0502966177059383,-0.254028040617419,-0.100720334150328,0.00184378074786846,-0.178587410245331,0.0897179886454811,-0.0717165097985069,-0.161299293529043,-0.239267340510404,0.120849071169282,0.0282064413549161,-0.133246738050117,-0.0575460993920999,0.202445612821349,-0.455908553767634,0.0673035027056559,-0.0544685356765884,-0.234126854357065,-0.22295824878867,0.0926546404782325,-0.0548569551769327,-0.0189482185299078,-0.123144130510413,0.198780797023934,0.0259922906549007,0.0302870625370367,0.00926403165176674,0.0560783739895278,-0.0234799771155887,-0.0788027170043647
-0.037344039979006,0.0115114133077539,0.0175364305284027,0.259516038791416,0.091127636946186,-0.170312367002199,0.0166520451331223,-0.0422011776564739,-0.0999413670485425,0.0554626991586964,-0.178999291144615,0.252994176245011,0.216772196449992,0.113517298279302,-0.418211001545615,0.00273521118089553,-0.181580683241039,0.0935054349656726,-0.27945455905262,-0.234979405134551,-0.131140325553349,-0.268865935615143,0.164718686288151,-0.116156428424682,-0.0489655427773759,0.167408381930973,0.144232015245982,-0.295206958024022,-0.0421066941104572,-0.261209840953648,-0.0469742838056083,0.0250677108369357,0.17922680289257,0.0749898766715727,0.131576931709858,-0.118502438366382,0.0915495604167739,-0.124796675742185,-0.169549184850275,-0.0378457245413611,0.020254467115419,-0.0785428741750076,-0.223108504894906
-0.12762530370002,-0.0968038302354747,0.121104039378313,-0.0370122458951578,-0.0187785889786415,-0.462280197142706,0.210457639727864,0.024415139269537,-0.239066051095777,0.0859535045880208,-0.145364821067108,0.360306087623916,0.407504130539034,-0.00394100318694332,-0.420580930810339,0.151187978384403,-0.357276984810126,0.0182314830889989,0.19215644687594,0.170916792046992,0.31616320690746,0.0814258522584194,-0.0377294043223546,0.109157840453821,0.0621238852217791,-0.0904857286556114,0.114851711839426,-0.244878625311617,-0.0309815056609847,-0.271938571495288,0.410619788765411,0.14483423887817,0.136834348272029,0.237599085907516,0.357632005210815,0.0879951171801214,-0.323938982325401,0.112264659899223,-0.131179387234429,-0.101318088439291,0.0527839188398061,0.171639140233337,-0.108020553166523
-0.438673445778235,0.448443772611745,0.427324144081859,-0.404517643949891,-0.575487088475343,0.00796680029402822,-0.424288385891105,0.42103532566358,-0.492682052128445,0.481698848136739,0.549150606783941,0.401214277256602,-0.0254413076596423,0.162592632323012,-0.400140287417827,-0.326358598887806,0.399753377094102,0.440815387483657,-0.520543064010984,-0.591427958765178,-0.0256000867652911,0.586430386771555,-0.477738277422101,-0.438985094374147,-0.123645761561894,-0.4874394228452,0.116428231634128,-0.0964755428779189,-0.407805942489821,0.408861310690504,-0.0379106990254811,-0.218780448763644,0.509262531093416,-0.141558395066602,-0.402666178754724,-0.0671826467745761,-0.553265847904903,0.316903796307171,0.126327905780516,-0.264207807550087,0.0936172745328421,0.522264127430324,0.440444053686754
-0.181851456820791,0.413171330405583,0.238200177515705,0.116529072171064,0.0418803657048853,0.256394274702167,-0.0570420447154916,0.224824795311132,-0.178943337239015,0.00483730182001938,0.487957303490393,0.14385778674054,-0.528818936637799,0.399345485131835,-0.359448424171654,-0.5711274833774,0.65866353335393,0.13811884748367,0.10095224810106,0.157892265278002,-0.419990147732473,0.0137574309105258,-0.0281125735444671,-0.287272703196312,-0.0265397517585212,-0.0576012743915536,-0.0848861550653657,0.0541759910055645,0.039160021721,0.408047113623019,-0.0386173861399718,-0.169385687482379,0.0607705597364582,-0.613492618607715,0.0256130128393033,-0.0492706266817307,0.152535197158875,0.158797681800243,0.404703645974016,-0.401886383990573,-0.529544073718908,-0.28141625859014,0.37644421857677
0.0175546422162796,-0.136553605107615,-0.0460279701383318,0.0353951676022338,0.00996399170628147,-0.188591840712336,-0.163935948455187,-0.124327374103868,-0.0902333246403203,0.0219402275341546,-0.259933191309071,0.186042039089677,-0.0577247254899615,0.41709022151738,-0.33735707234753,0.10256295128031,-0.136708183695141,0.0668942350218057,-0.200502207143376,-0.0634321740962193,-0.0303418921580571,-0.506407380026307,0.0383480534493182,-0.0083652788231649,-0.171560898501971,0.25853029327868,-0.407952799336187,0.0196244179062428,0.0752621636552057,-0.219006060307794,0.0489972966513068,0.415259694931886,0.226829999673068,0.241334653437703,0.137534374549699,0.145708072436797,0.0658591663944396,-0.427397814082411,-0.018669409808738,-0.183194456099584,0.00872915967513299,-0.0376640657166214,-0.275141150800742
0.0705695328744274,-0.225403022314175,-0.0709986992562524,-0.0732458199208586,0.00623633063297753,-0.151240035116338,-0.215562674096343,-0.151475432337328,0.0269059091870129,-0.0737209037433804,-0.0997241221342983,0.149194143609882,0.0885417351861544,0.0568666695188221,-0.154230207299057,0.321018460326733,-0.213373957807414,-0.0266503435144944,-0.0765684274910617,0.0515024513926678,0.10791329337102,-0.0740287844276248,0.0335299140341655,-0.071760865805935,0.0220875042632389,0.070377260312334,-0.342268449399793,0.12727636447683,-0.0319560880215046,-0.110723543412248,-0.0250581574892468,0.089429784030803,0.0506783257134227,0.0213353694706118,-0.00801508097600302,0.0486772762599942,0.0244001858878183,-0.20363872884639,-0.148429012721539,-0.0613750216493862,0.0993770917645937,0.0190993277601389,-0.0935923138544799
0.168629057302888,0.00659109621262905,-0.08572668067943,0.0820576097195417,-0.0453889040919001,-0.055323125148577,0.283593850277962,-0.113667193917137,0.167263362709768,-0.0221846982224749,0.201088287468873,0.00222472759381006,-0.0801260730296289,-0.0806842680117931,0.0460640190175489,0.0315377623035411,-0.0263041726348659,-0.0115567144195032,0.0517955008758626,-0.0180407547749792,-0.0255389690373383,0.229572945113649,0.0370950401765661,0.0388636256749141,0.071669821817024,-0.0236132291532579,-0.201129136620798,0.170706881714037,-0.111621140201887,0.0243717799859519,0.0627085497652252,-0.028174115241107,0.0823083715245993,0.0514380293681252,-0.156393054049829,0.0878122712633148,-0.00752061990732907,-0.0552658268213471,-0.0491316009702387,-0.0355541830889029,-0.000398203426891364,-0.102389655482682,0.0148242197620592
0.201813602690536,-0.150429387621157,-0.0988113194193063,-0.0165413941867389,-0.0923428708525123,0.0564458765421396,-0.0981649264753648,-0.0405221819280787,0.147717020594993,-0.0611119186706156,0.0347172438696566,-0.0769377815630307,-0.0247216614158368,0.122359879311185,0.146102112472344,-0.152171440219611,0.0958525179060771,-0.0965041917784732,-0.0515405618898372,0.00826658448750504,0.0152280935890387,0.0644785602620049,0.00548794091179553,-0.11560503000527,0.0651150470764541,0.219726049079487,-0.248975050983811,0.157995260632764,0.064640790061541,0.0766733531474157,0.0418579371717463,0.100484207107636,-0.0463889515932584,0.0836059017323493,0.0111356426270601,0.131839573829021,-0.0501838485933083,-0.0972855053659517,0.091902690760002,-0.0546588314317628,-0.0118759804099358,-0.172134213723866,-0.0160706837893169
